entry no,MS1scan no,MS1Isolation mass,MS1monoIsomass,chargeState,in [H+],MS2 Scan no,189.1121,205.1071,219.1227,246.1336,260.1492,264.1442,278.1598,344.1704,374.181,376.1966,406.2072,409.2068,420.2228,423.2225,450.2334,452.249,464.249,509.2705,523.2861,566.2807,580.2964,596.2913,624.3226,638.3382,654.3331,668.3488,697.3753,713.3703,755.891,756.383,770.8963,777.9041,784.3967,785.9016,793.3966,798.4174,799.4014,804.4174,806.4149,811.407,814.4067,825.4227,828.4224,834.92,842.438,843.4276,850.4355,857.9409,858.4329,863.9409,864.4385,864.9487,871.4464,872.9462,878.9462,879.954,887.4595,887.9515,893.4595,899.4595,900.4673,901.4513,916.4566,917.47,921.9646,935.9859,936.9699,945.4775,951.4831,957.4831,958.491,959.9908,965.9908,966.4884,966.9986,972.9986,973.4962,974.9961,980.5041,980.9961,981.4937,982.0039,985.4962,995.5094,1010.5146,1015.5068,1024.0145,1029.5225,1030.0383,1032.5221,1039.0198,1044.5277,1045.5174,1046.0276,1053.533,1059.533,1060.5409,1062.5327,1068.0407,1068.5383,1069.0485,1075.5461,1082.554,1083.5436,1089.0516,1091.5592,1097.5592,1103.5592,1104.5671,1111.0591,1112.5645,1117.5567,1121.5698,1124.5645,1126.5907,1132.5858,1133.0722,1141.0696,1144.5858,1146.5776,1161.5829,1162.5907,1162.5964,1168.5907,1176.0962,1177.596,1183.104,1184.6038,1189.596,1191.1015,1191.6117,1198.1093,1199.6091,1203.6117,1206.617,1219.6066,1226.6144,1233.6222,1236.6219,1240.1199,1247.1277,1248.6275,1249.6172,1255.6353,1263.1408,1263.6328,1266.6325,1270.1486,1277.6485,1278.1461,1285.1539,1293.1514,1293.6616,1295.659,1300.1592,1301.659,1307.659,1315.1588,1328.6643,1330.1641,1336.6856,1342.1697,1348.6856,1349.1776,1362.7012,1366.6961,1371.6883,1372.1985,1378.6961,1380.196,1387.2038,1388.7036,1393.6958,1394.2116,1395.2012,1407.7114,1407.7227,1408.7011,1423.7064,1437.722,1440.7217,1451.2275,1452.7273,1458.7329,1464.7329,1465.7407,1467.2406,1472.7486,1473.7382,1480.746,1481.2562,1481.7482,1482.2458,1489.2537,1497.2511,1502.7535,1510.7748,1511.7588,1516.259,1517.7588,1531.2642,1532.7641,1540.7853,1545.7775,1546.2695,1554.801,1560.7828,1561.2748,1567.7906,1570.7959,1574.7894,1575.7881,1576.2983,1582.7959,1590.7934,1591.3036,1595.8275,1597.7956,1605.7986,1607.8275,1611.8225,1625.3167,1627.8061,1640.322,1654.8352,1655.3272,1668.8327,1669.8405,1676.8483,1684.8458,1685.848,1699.8511,1699.8636,1714.8745,1715.8586,1726.8745,1727.8698,1728.8902,1741.8854,1744.8851,1756.8851,1758.9008,1763.8929,1774.8957,1778.8982,1785.9117,1793.9035,1799.9273,1801.8953,1831.9059,1842.9219,1870.9644,1872.9325,1889.9478,1901.959,1913.959,1915.9747,1918.9743,1930.9743,1931.9696,1932.99,1944.99,1945.9852,1948.9849,1960.0009,1960.9849,1961.9801,1963.0005,1990.0114,Structure
2839,5360,1394.25439453125,1394.25439453125,2,2787.5009490625,5372,8.03983628314392,1.0,1.0,1.0,1.0,1.0,1.0,8.378844748400548,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,10.353534189867862,8.771132648465715,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,Not target
3291,5944,1030.050048828125,1030.050048828125,2,2059.09225765625,5950,8.070119273651349,1.0,8.809667410444211,10.67184038911681,11.929509359515295,1.0,1.0,10.413985881201775,8.011333908879665,9.065580839836825,1.0,1.0,1.0,1.0,8.943678405239728,1.0,8.648208187388759,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.952464803100403,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,8.521324681411445,1.0,1,1,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,Not target
3525,6224,1220.14794921875,1219.1474609375,2,2437.287081875,6244,10.910769127145931,1.0,1.0,8.174629776086961,10.919339562421152,1.0,1.0,10.06037867884294,9.495561274369239,8.66192417317643,1.0,1.0,1.0,1.0,9.052133764195572,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,8.318750711639174,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,Not target
3893,6734,1030.5540771484375,1030.0474853515625,2,2059.087130703125,6757,8.085013047910936,1.0,8.834929193294709,10.439138313237438,12.185473572332466,1.0,1.0,11.961156972860637,8.824475735706933,10.434252843673422,1.0,1.0,8.384819957998571,1.0,9.400222995212564,1.0,9.429195089924963,1.0,1.0,8.11918191887338,1.0,1.0,1.0,8.27013753130785,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.58335557746406,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.138952772184282,10.33593303420961,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,8.165882599813992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,8.443591425666101,8.2198468585617,1,1,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,Not target
4637,7775,1030.55126953125,1030.0513916015625,2,2059.094943203125,7815,8.26065178443688,1.0,9.337353125271928,10.953741031420122,11.933232280576085,1.0,1.0,12.137058035673883,8.989705942908875,10.540073978964493,8.05022341357086,1.0,1.0,1.0,9.82322572862409,1.0,9.444218404583838,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.582860958808023,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,8.55310182603955,1.0,1.0,1.0,1.0,1.0,1.0,8.71884230873042,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,10.452004122318518,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.521255346048775,1.0,10.84586739620895,9.914897672913977,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,Not target
5008,8353,930.1763916015624,929.8438110351562,3,2787.515753105469,8399,8.018084318266482,1.0,8.573874289037631,10.621675501703066,13.278869084744969,1.0,1.0,12.249530835105624,9.805844441062238,10.676388084644666,1.0,1.0,9.94115204491675,1.0,8.645985637269069,8.087020083761574,10.201697973725427,1.0,1.0,1.0,8.189406639698682,1.0,8.981264406366407,10.253031677876328,9.422878862440049,9.05199213091567,1.0,1.0,1,1.0,1.0,1.0,1.0,1,8.883698858516794,1.0,1.0,8.402705770163537,1.0,8.26915255945303,1.0,8.697365386958738,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.365803857987004,8.390065907347129,8.488183877035246,8.919961704555218,8.276196716264465,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,8.626386046998721,1.0,1.0,1.0,1.0,8.212299330801553,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.821547493907083,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.662418786356895,1.0,1.0,1.0,1.0,1.0,9.141625492041905,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,Not target
5095,8510,930.508056640625,929.8408813476562,3,2787.506964042969,8557,8.30336429416057,1.0,8.169074249372866,11.311437711029036,13.230309016656248,1.0,1.0,12.449804971445106,7.980232804451794,10.907998179847416,9.153370584303508,1.0,10.43926759213596,1.0,11.784599500125212,8.470143046718485,10.395215811393896,9.10733639769551,1.0,1.0,8.528896891511527,1.0,8.817746909931913,10.395322649766785,11.069357798537132,9.287006367908205,1.0,1.0,1,1.0,1.0,1.0,1.0,1,9.603214011338174,1.0,1.0,1.0,1.0,1.0,1.0,9.502799529602715,1.0,1.0,8.366504637269495,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,8.105334411830778,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.023389365298478,1.0,8.127880256333999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.93833830739678,8.129396665097618,1.0,8.979395051077923,8.589787616789547,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.44160394341646,8.461724768418291,1.0,1.0,1.0,8.642146809214639,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.556315588549822,1.0,1.0,1.0,9.025052995302577,1.0,8.349653060720378,8.693213685113529,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,Not target
5467,9183,1395.2532958984375,1394.2191162109375,2,2787.430392421875,9241,8.13950080071974,1.0,1.0,9.423421634381894,12.575322318314122,1.0,1.0,11.005988810713735,8.09980817720838,9.38114093979961,1.0,1.0,8.928329624691782,1.0,10.138881831585438,1.0,9.727580547355684,1.0,1.0,1.0,1.0,1.0,1.0,10.673646670664466,8.483607841156404,8.553576726242058,1.0,1.0,1,1.0,1.0,1.0,1.0,1,9.32116807366395,1.0,8.13560378138637,1.0,1.0,1.0,1.0,8.716493732945247,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.632313660132393,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,9.347414730538064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.963008564471798,1.0,1,1.0,10.007326138328287,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,Not target
6162,10537,1481.272216796875,1481.272216796875,2,2961.53659359375,10608,8.766208613958586,1.0,1.0,7.8840728377761415,9.292199203205767,1.0,1.0,11.602512761927583,8.60456131310013,9.757554662926424,1.0,1.0,1.0,1.0,8.60371997934677,1.0,8.490169309803512,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,9.665930719743972,1.0,1.0,1.0,1.0,1.0,1.0,9.588816237181298,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,8.134188376417569,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,8.785310855115302,1.0,9.073152586524683,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,Not target
